galaxy,source,n_points,sigma_res,mean_res,median_res,mean_log_gbar,env_dense,logMh
UGC 7831,GHASP,175,0.133002,-0.078112,-0.04416,-10.07561,field,11.0
UGC 7853,GHASP,202,0.353474,-0.30979,-0.300205,-10.76866,field,11.0
UGC 7861,GHASP,14,0.148505,-0.428794,-0.39257,-10.385523,field,11.0
UGC 7876,GHASP,24,0.169072,0.162945,0.206014,-10.751693,field,11.0
UGC 7901,GHASP,61,0.10853,0.473041,0.489911,-10.187078,dense,14.9
UGC 7916,Yu2020,1,0.0,-0.660181,-0.660181,-12.6495,field,11.0
UGC 7985,GHASP,90,0.073472,0.292151,0.304798,-10.676313,field,11.0
UGC 8146,Yu2020,1,0.0,-0.660344,-0.660344,-13.118847,field,11.0
UGC 8334,GHASP,209,0.119546,0.189472,0.140537,-9.839293,field,11.0
UGC 8338,Yu2020,1,0.0,-0.665715,-0.665715,-12.432507,field,11.0
UGC 8403,GHASP,114,0.302815,0.001544,0.0579,-10.976309,field,11.0
UGC 8508,LITTLETHINGS,1,0.0,0.560787,0.560787,-12.102453,field,11.0
UGC 8550,Yu2020,1,0.0,-0.457607,-0.457607,-13.125164,field,11.0
UGC 8699,Yu2020,1,0.0,-0.451986,-0.451986,-12.148917,field,11.0
UGC 8709,GHASP,75,0.096909,0.336303,0.364915,-10.761272,field,11.0
UGC 8852,GHASP,30,0.061188,0.154126,0.171007,-9.918097,field,11.0
UGC 89,GHASP,30,0.226866,0.82626,0.734291,-10.007359,field,11.0
UGC 8900,GHASP,19,0.17156,0.258607,0.299099,-10.109354,field,11.0
UGC 8937,GHASP,66,0.156762,0.68941,0.663706,-10.339324,field,11.0
UGC 9179,GHASP,114,0.12935,0.557409,0.558093,-11.237597,field,11.0
UGC 9211,Yu2020,1,0.0,-0.992372,-0.992372,-13.242568,field,11.0
UGC 9248,GHASP,13,0.119213,0.228174,0.237333,-10.344834,field,11.0
UGC 9358,GHASP,50,0.159543,0.339774,0.301657,-10.013572,field,11.0
UGC 94,GHASP,18,0.147383,0.46442,0.446327,-10.278661,field,11.0
UGC 9465,GHASP,17,0.133284,0.055075,0.098253,-10.908376,field,11.0
UGC 9576,GHASP,45,0.128668,0.175475,0.181871,-11.30732,field,11.0
UGC 9736,GHASP,17,0.128277,0.314905,0.261043,-10.569148,field,11.0
UGC 9866,GHASP,31,0.165309,-0.217415,-0.209449,-9.479885,field,11.0
UGC 9943,GHASP,74,0.032369,0.166865,0.167141,-10.041386,field,11.0
UGC00016,Swaters2025,1,0.0,-0.302489,-0.302489,-10.243374,field,11.0
UGC00074,Swaters2025,1,0.0,-0.190064,-0.190064,-10.218115,field,11.0
UGC00128,SPARC,22,0.067955,-0.000464,-0.001792,-11.267989,field,11.0
UGC00191,SPARC,9,0.190441,-0.435801,-0.347897,-11.429156,field,11.0
UGC00311,Swaters2025,1,0.0,-0.409233,-0.409233,-10.533613,field,11.0
UGC00448,Swaters2025,1,0.0,-0.180215,-0.180215,-9.854062,field,11.0
UGC00463,Swaters2025,1,0.0,-0.25998,-0.25998,-10.11731,field,11.0
UGC00678,Swaters2025,1,0.0,-0.579441,-0.579441,-10.950331,field,11.0
UGC00731,SPARC,12,0.14445,0.197816,0.208798,-11.400357,field,11.0
UGC00891,SPARC,5,0.150899,-0.006383,0.043211,-11.192713,field,11.0
UGC01081,Swaters2025,1,0.0,-0.482694,-0.482694,-10.718632,field,11.0
UGC01087,Swaters2025,1,0.0,-0.435486,-0.435486,-10.600832,field,11.0
UGC01167,Swaters2025,1,0.0,-0.17688,-0.17688,-10.327082,field,11.0
UGC01212,Swaters2025,1,0.0,-0.135461,-0.135461,-9.681685,field,11.0
UGC01529,Swaters2025,1,0.0,-0.195715,-0.195715,-9.908794,field,11.0
UGC01559,Swaters2025,1,0.0,-0.292673,-0.292673,-11.087823,field,11.0
UGC01635,Swaters2025,1,0.0,-0.483228,-0.483228,-10.719946,field,11.0
UGC01862,Swaters2025,1,0.0,-0.324038,-0.324038,-10.526137,field,11.0
UGC02109,Swaters2025,1,0.0,-0.423542,-0.423542,-10.570416,field,11.0
UGC02200,Swaters2025,1,0.0,-0.06036,-0.06036,-9.300669,field,11.0
UGC02259,SPARC,8,0.079167,0.1536,0.112585,-10.796657,field,11.0
UGC02455,SS20_S,1,0.0,-0.251864,-0.251864,-10.261031,field,11.0
UGC02487,SPARC,17,0.018178,0.073686,0.073047,-10.124802,field,11.0
UGC02885,SPARC,19,0.026629,0.001238,0.009157,-10.361746,field,11.0
UGC02916,SPARC,43,0.115557,0.012167,0.009292,-9.957697,field,11.0
UGC02953,SPARC,115,0.114094,0.010234,-0.006954,-9.827901,field,11.0
UGC03205,SPARC,48,0.068388,-0.010392,-0.022519,-10.070816,field,11.0
UGC03546,SPARC,30,0.04845,-0.014505,-0.002307,-10.252557,field,11.0
UGC03580,SPARC,47,0.19217,0.069546,0.023424,-10.36974,field,11.0
UGC03701,Swaters2025,1,0.0,-0.349146,-0.349146,-11.172709,field,12.121
UGC03714,Swaters2025,1,0.0,-0.128231,-0.128231,-9.651261,field,12.121
UGC03997,Swaters2025,1,0.0,-0.470645,-0.470645,-10.688908,field,11.0
UGC04036,Swaters2025,1,0.0,-0.535461,-0.535461,-10.846412,field,11.0
UGC04066,Swaters2025,1,0.0,-0.550012,-0.550012,-10.881032,field,11.0
UGC04099,Swaters2025,1,0.0,0.035475,0.035475,-10.335677,field,11.0
UGC04139,Swaters2025,1,0.0,-0.328393,-0.328393,-10.528944,field,11.0
UGC04256,Swaters2025,1,0.0,-0.494341,-0.494341,-10.747162,field,11.0
UGC04278,SS20_S,1,0.0,0.042865,0.042865,-10.919147,field,11.0
UGC04305,SS20_S,1,0.0,-0.489633,-0.489633,-10.936228,field,11.0
UGC04325,SPARC,8,0.084104,-0.004573,-0.021902,-10.559009,field,11.0
UGC04368,Swaters2025,1,0.0,-0.093062,-0.093062,-10.532035,field,11.0
UGC04397,Swaters2025,1,0.0,-0.356949,-0.356949,-10.395323,field,11.0
UGC04458,Swaters2025,1,0.0,-0.23434,-0.23434,-10.68686,field,11.0
UGC04483,SPARC,8,0.047561,-0.134772,-0.150393,-11.385719,field,12.0
UGC04499,SPARC,9,0.075536,-0.033247,-0.042213,-11.243533,field,11.0
UGC04555,Swaters2025,1,0.0,-0.268528,-0.268528,-10.14329,field,11.0
UGC04622,Swaters2025,1,0.0,-0.441275,-0.441275,-10.615478,field,11.0
UGC05005,SPARC,11,0.107365,-0.032765,0.015538,-11.412409,field,11.0
UGC05180,Swaters2025,1,0.0,-0.463782,-0.463782,-10.671876,field,11.0
UGC05253,SPARC,73,0.071036,0.006967,-0.006542,-9.654431,field,11.0
UGC05302,Swaters2025,1,0.0,-0.179557,-0.179557,-10.598119,field,11.0
UGC05414,SPARC,6,0.016902,-0.001904,0.003497,-11.214075,field,11.0
UGC05544,Swaters2025,1,0.0,-0.082027,-0.082027,-9.429979,field,11.0
UGC05716,SPARC,12,0.027463,0.136435,0.137172,-11.219008,field,11.0
UGC05721,SPARC,23,0.086088,-0.032907,-0.03991,-10.889955,field,11.0
UGC05750,SPARC,11,0.249224,-0.151851,-0.008665,-11.806018,field,0.0
UGC05764,SPARC,10,0.102718,0.268473,0.285979,-11.201817,field,12.0
UGC05829,SPARC,11,0.199697,-0.109283,-0.20484,-11.693528,field,11.0
UGC05868,Swaters2025,1,0.0,-0.117353,-0.117353,-9.60373,field,11.0
UGC05918,SPARC,8,0.064482,0.007128,-0.006722,-11.396662,field,11.0
UGC05986,SS20_S,1,0.0,0.224502,0.224502,-10.528916,field,11.0
UGC06077,Swaters2025,1,0.0,-0.464978,-0.464978,-10.674848,field,11.0
UGC06105,Swaters2025,1,0.0,-0.340319,-0.340319,-10.349887,field,11.0
UGC06128,Swaters2025,1,0.0,-0.19279,-0.19279,-9.898625,field,11.0
UGC06157,Swaters2025,1,0.0,-0.495043,-0.495043,-10.859043,field,11.0
UGC06249,Swaters2025,1,0.0,-0.382908,-0.382908,-10.847584,field,11.0
UGC06399,SPARC,9,0.078068,-0.030976,-0.006016,-10.995653,dense,13.2
UGC06445,Swaters2025,1,0.0,-0.343102,-0.343102,-10.357547,field,11.0
UGC06446,SPARC,17,0.056103,0.052105,0.06831,-10.949103,dense,13.2
UGC06463,Swaters2025,1,0.0,-0.271434,-0.271434,-10.152043,field,11.0
UGC06614,SPARC,13,0.043103,0.005095,-0.002727,-10.759287,field,12.0656
UGC06616,Swaters2025,1,0.0,-0.461265,-0.461265,-10.66561,field,11.0
UGC06641,Swaters2025,1,0.0,-0.452701,-0.452701,-10.644216,field,11.0
UGC06667,SS20_S,1,0.0,0.1995,0.1995,-11.237173,dense,12.8
UGC06693,Swaters2025,1,0.0,-0.447012,-0.447012,-10.629936,field,11.0
UGC06786,SPARC,45,0.088187,0.340756,0.318988,-9.644588,dense,13.2
UGC06787,SPARC,71,0.138902,0.073508,0.067477,-9.417637,dense,13.2
UGC06818,SPARC,8,0.153782,-0.048096,-0.014347,-11.367057,dense,13.2
UGC06903,Swaters2025,1,0.0,-0.065029,-0.065029,-11.293728,field,11.0
UGC06917,SPARC,11,0.041231,-0.003739,-0.005964,-10.797965,dense,13.2
UGC06918,Swaters2025,1,0.0,-0.178564,-0.178564,-9.848104,dense,12.8
UGC06923,SPARC,6,0.071309,-0.035676,-0.013282,-10.761242,dense,13.2
UGC06930,SPARC,10,0.079288,-0.014248,-0.036355,-11.016127,dense,13.2
UGC06983,SPARC,17,0.067466,-0.029163,-0.002153,-10.88443,dense,13.2
UGC07020,Swaters2025,1,0.0,-0.199087,-0.199087,-9.920429,field,11.0
UGC07025,Swaters2025,1,0.0,-0.137002,-0.137002,-9.688061,field,11.0
UGC07089,SPARC,12,0.028901,-0.007844,-0.005223,-11.407041,dense,13.2
UGC07125,SS20_S,1,0.0,-0.35741,-0.35741,-11.210995,field,11.0
UGC07151,SS20_S,1,0.0,-0.020258,-0.020258,-10.74948,dense,12.8
UGC07169,Swaters2025,1,0.0,-0.199199,-0.199199,-9.920816,field,11.0
UGC07261,SPARC,7,0.06511,0.090835,0.082404,-10.619179,field,11.0
UGC07323,SPARC,10,0.035643,-0.012965,-0.007303,-10.980579,field,11.0
UGC07399,SPARC,10,0.061719,0.22686,0.250928,-10.678337,field,11.0
UGC07414,Swaters2025,1,0.0,0.303207,0.303207,-9.908876,dense,14.9
UGC07416,Swaters2025,1,0.0,-0.467532,-0.467532,-10.681191,field,11.0
UGC07524,SPARC,31,0.082058,-0.015261,0.021283,-11.305766,field,11.0
UGC07559,SPARC,7,0.059782,-0.181831,-0.183963,-11.566243,field,11.0
UGC07577,SPARC,9,0.223431,-0.428213,-0.480871,-12.101108,field,11.0
UGC07603,SPARC,12,0.070492,-0.02125,-0.004656,-11.264325,field,11.0
UGC07690,SPARC,7,0.048704,-0.010971,-0.015861,-10.550997,field,11.0
UGC07866,SPARC,7,0.100876,-0.050814,-0.066753,-11.618957,field,11.0
UGC07917,Swaters2025,1,0.0,-0.362439,-0.362439,-10.458699,field,11.0
UGC08099,Swaters2025,1,0.0,-0.247575,-0.247575,-10.07897,field,11.0
UGC08286,SS20_S,1,0.0,0.159387,0.159387,-10.988317,field,11.0
UGC08319,Swaters2025,1,0.0,-0.004463,-0.004463,-8.598514,field,11.0
UGC08447,Swaters2025,1,0.0,-0.514766,-0.514766,-10.796736,field,11.0
UGC08490,SPARC,30,0.022705,-0.002348,0.000852,-10.936267,field,11.0
UGC08550,SS20_S,1,0.0,0.005663,0.005663,-11.303767,field,11.0
UGC08611,Swaters2025,1,0.0,-0.410731,-0.410731,-10.537486,field,12.25
UGC08699,SPARC,41,0.05381,-0.009753,0.006564,-10.308635,field,11.0
UGC08740,Swaters2025,1,0.0,-0.232951,-0.232951,-10.155608,field,11.0
UGC08768,Swaters2025,1,0.0,-0.58935,-0.58935,-10.973462,field,11.0
UGC08837,SPARC,8,0.127644,-0.086015,-0.104351,-11.868185,field,10.0
UGC08909,Swaters2025,1,0.0,-0.290741,-0.290741,-10.22636,dense,13.338
UGC09037,SPARC,22,0.072374,-0.013896,0.010314,-10.785424,field,11.9232
UGC09133,SPARC,68,0.093634,-0.009313,-0.025814,-10.360378,field,12.4333
UGC09177,Swaters2025,1,0.0,-0.237515,-0.237515,-10.284588,field,11.0
UGC09216,Swaters2025,1,0.0,-0.216968,-0.216968,-10.696126,field,11.0
UGC09318,Swaters2025,1,0.0,-0.129839,-0.129839,-9.6581,field,11.0
UGC09505,Swaters2025,1,0.0,-0.000399,-0.000399,-8.231396,field,11.0
UGC09564,Swaters2025,1,0.0,-0.240071,-0.240071,-10.055384,field,11.0
UGC09569,Swaters2025,1,0.0,-0.232479,-0.232479,-10.937923,field,11.0
UGC09774,Swaters2025,1,0.0,-0.178119,-0.178119,-9.846493,field,11.0
UGC09837,Swaters2025,1,0.0,-0.305435,-0.305435,-10.715424,field,11.0
UGC09896,Swaters2025,1,0.0,-0.295085,-0.295085,-10.221949,field,11.0
UGC09992,SPARC,5,0.183795,-0.339821,-0.38841,-11.466248,field,11.0
UGC10076,Swaters2025,1,0.0,-0.598592,-0.598592,-10.99495,field,11.0
UGC10104,Swaters2025,1,0.0,-0.388559,-0.388559,-10.479691,field,11.0
UGC10149,Swaters2025,1,0.0,-0.191738,-0.191738,-9.894949,field,11.0
UGC10269,Swaters2025,1,0.0,-0.035578,-0.035578,-9.110233,field,11.0
UGC10310,SPARC,7,0.045667,-0.003306,-0.004387,-10.842462,field,11.0
UGC10436,Swaters2025,1,0.0,-0.287818,-0.287818,-10.200714,field,11.0
UGC10443,Swaters2025,1,0.0,-0.163869,-0.163869,-9.793858,field,11.0
UGC10897,Swaters2025,1,0.0,-0.419672,-0.419672,-10.560502,field,11.0
UGC11014,Swaters2025,1,0.0,-0.170584,-0.170584,-9.818927,field,11.0
UGC11455,SS20_S,1,0.0,0.037821,0.037821,-9.773176,field,11.0
UGC11557,SPARC,12,0.369266,-0.174308,-0.03314,-10.815642,field,11.0
UGC11820,SPARC,10,0.260431,-0.501826,-0.500845,-11.645562,field,11.0
UGC11914,SPARC,65,0.039447,0.018389,0.017616,-8.878129,field,11.0
UGC12193,Swaters2025,1,0.0,-0.272263,-0.272263,-10.154534,field,11.0
UGC12213,Swaters2025,1,0.0,-0.431123,-0.431123,-11.340818,field,11.0
UGC12270,Swaters2025,1,0.0,-0.540878,-0.540878,-10.85933,field,11.0
UGC1230,deBlok2002,11,0.232919,0.120536,0.100616,-11.470152,field,11.0
UGC12303,Swaters2025,1,0.0,-0.149554,-0.149554,-9.738676,field,11.0
UGC12391,Swaters2025,1,0.0,-0.409268,-0.409268,-10.533705,field,11.0
UGC12418,Swaters2025,1,0.0,-0.162755,-0.162755,-9.789651,field,11.0
UGC12438,Swaters2025,1,0.0,-0.57645,-0.57645,-10.94333,field,11.0
UGC12506,SS20_S,1,0.0,0.156987,0.156987,-10.505282,field,11.0
UGC12586,Swaters2025,1,0.0,-0.104016,-0.104016,-9.542094,field,11.0
UGC12632,SPARC,15,0.048598,0.07327,0.068062,-11.097391,field,10.0
UGC12702,Swaters2025,1,0.0,-0.171913,-0.171913,-9.823828,field,11.0
UGC12732,SPARC,16,0.018505,0.074969,0.0792,-11.09611,field,11.0
UGC12808,Swaters2025,1,0.0,-0.078385,-0.078385,-9.409801,field,11.0
UGC3371,deBlok2002,18,0.190453,0.138398,0.161861,-11.819043,field,11.0
UGC4173,deBlok2002,13,0.121885,-0.341271,-0.329946,-11.634362,field,11.0
UGC4325,deBlok2002,16,0.146665,0.340838,0.413337,-11.149754,field,11.0
UGC5005,deBlok2002,11,0.071083,-0.054253,-0.049141,-11.60418,field,11.0
UGC5750,deBlok2002,4,0.270123,-0.38032,-0.289479,-11.637348,field,11.0
UGC6399,Verheijen2001,9,0.182087,-0.045375,0.036789,-10.994952,dense,12.8
UGC6773,Verheijen2001,4,0.050456,0.084698,0.111347,-11.47149,dense,12.8
UGC6818,Verheijen2001,8,0.250135,-0.167638,-0.112226,-11.183297,dense,12.8
UGC6917,Verheijen2001,11,0.071269,0.039385,0.057299,-10.898624,dense,12.8
UGC6930,Verheijen2001,11,0.015858,0.159972,0.154272,-11.372711,dense,12.8
UGC6969,Verheijen2001,5,0.256328,-0.252765,-0.248141,-10.733958,dense,12.8
UGC6973,Verheijen2001,9,0.050566,0.052875,0.047997,-9.953411,dense,12.8
UGC7094,Verheijen2001,3,0.033034,0.154682,0.163626,-12.287095,dense,12.8
UGCA442,SPARC,8,0.054257,-0.013522,-0.01459,-11.473172,dense,12.5
UGCA444,SPARC,36,0.13087,-0.088414,-0.122756,-11.494957,dense,12.5
UKS1424-460,LVHIS,1,0.0,-0.34693,-0.34693,-12.042132,field,11.0
WALLABY J094524-480828,WALLABY,8,0.034941,-0.281766,-0.295681,-11.930662,field,11.0
WALLABY J094944-471059,WALLABY,6,0.255012,0.364278,0.291168,-11.91688,field,11.0
WALLABY J100036-465940,WALLABY,4,0.132068,0.00931,0.008196,-11.895858,dense,13.5
WALLABY J100123-434533,WALLABY,6,0.211546,0.181734,0.118956,-11.803916,dense,13.5
WALLABY J100239-452950,WALLABY,6,0.185955,0.435482,0.394475,-11.72212,dense,13.5
WALLABY J100342-270137,WALLABY,16,0.203825,0.222959,0.116055,-11.677115,field,11.0
WALLABY J100351-273417,WALLABY,5,0.203638,0.807243,0.827091,-11.713497,field,11.0
WALLABY J100426-282638,WALLABY,12,0.118434,0.255293,0.247426,-11.643696,field,11.0
WALLABY J100437-490338,WALLABY,4,0.095988,0.418376,0.424354,-12.366812,field,11.0
WALLABY J100539-282633,WALLABY,8,0.10329,-0.199215,-0.216844,-11.764411,field,11.0
WALLABY J100542-480241,WALLABY,6,0.240416,0.606104,0.527379,-12.391545,dense,13.5
WALLABY J100656-450242,WALLABY,6,0.138529,0.556629,0.525218,-11.613344,dense,13.5
WALLABY J100801-473847,WALLABY,4,0.026762,0.299501,0.306249,-12.186258,dense,13.5
WALLABY J100916-431959,WALLABY,8,0.139869,0.143663,0.124344,-11.880129,field,11.0
WALLABY J101219-471739,WALLABY,10,0.135703,0.511096,0.485345,-11.756748,dense,13.5
WALLABY J101247-275028,WALLABY,10,0.176012,0.58562,0.519653,-11.870504,field,11.0
WALLABY J101330-434301,WALLABY,6,0.153708,0.831484,0.796129,-11.963645,field,11.0
WALLABY J101331-434904,WALLABY,6,0.317654,0.523179,0.547751,-11.786046,field,11.0
WALLABY J101359-253824,WALLABY,6,0.075535,0.239326,0.209034,-11.831046,field,11.0
WALLABY J101441-285221,WALLABY,6,0.08465,0.812477,0.801689,-11.572411,field,11.0
WALLABY J101448-285723,WALLABY_DR2,2,0.033554,0.8386,0.8386,-11.568951,dense,14.5
WALLABY J101457-433710,WALLABY,16,0.269062,0.435502,0.254558,-11.948112,field,11.0
WALLABY J101655-485238,WALLABY,14,0.302872,0.38431,0.410648,-11.789382,field,11.0
WALLABY J102017-253913,WALLABY,4,0.133876,0.087342,0.04271,-11.6783,field,11.0
WALLABY J103023-302336,WALLABY,5,0.091094,-0.441202,-0.436216,-11.584202,field,11.0
WALLABY J103244-283639,WALLABY,4,0.136801,1.287423,1.280446,-12.261683,dense,14.5
WALLABY J103359-301003,WALLABY,4,0.130796,1.044622,1.011094,-12.212358,field,11.0
WALLABY J103523-281855,WALLABY,7,0.239736,0.746459,0.653431,-12.034226,dense,14.5
WALLABY J103651-260227,WALLABY,4,0.04681,0.341257,0.343488,-11.925109,dense,14.5
WALLABY J103653-270311,WALLABY_DR2,2,0.013414,0.315198,0.315198,-11.266345,dense,14.5
WALLABY J103655-265412,WALLABY_DR2,3,0.027833,0.143027,0.157857,-11.326156,dense,14.5
WALLABY J103702-273359,WALLABY,5,0.076933,1.286413,1.263636,-11.949666,dense,14.5
WALLABY J103818-285307,WALLABY,4,0.129385,0.473642,0.439235,-11.744447,dense,14.5
WALLABY J103915-301757,WALLABY,8,0.280746,0.764406,0.67533,-11.94953,field,11.0
WALLABY J103918-265030,WALLABY,4,0.172652,0.938452,0.890469,-12.052946,dense,14.5
WALLABY J103922-293505,WALLABY_DR2,4,0.055467,0.296029,0.274353,-11.078045,dense,14.5
WALLABY J104000-292445,WALLABY,4,0.072563,0.193984,0.181912,-11.938436,field,11.0
WALLABY J104004-301606,WALLABY,4,0.260597,0.380347,0.48793,-11.70764,field,11.0
WALLABY J104016-274630,WALLABY,7,0.260985,0.552488,0.488842,-11.667834,dense,14.5
WALLABY J104059-270456,WALLABY,5,0.096593,0.628692,0.600936,-11.805463,dense,14.5
WALLABY J104309-300301,WALLABY,5,0.161265,0.234992,0.227703,-11.721858,field,11.0
WALLABY J104311-261500,WALLABY,6,0.207106,0.690946,0.617287,-11.883513,dense,14.5
WALLABY J104339-285157,WALLABY,6,0.218176,0.606594,0.545435,-12.210047,field,11.0
WALLABY J122708+055255,WALLABY,6,0.2119,0.093022,0.18405,-11.644939,field,11.0
WALLABY J122710+071549,WALLABY,8,0.232428,0.76491,0.667312,-11.595993,field,11.0
WALLABY J122726+061551,WALLABY,4,0.169312,0.411534,0.430795,-11.816994,field,11.0
WALLABY J122733+061359,WALLABY,4,0.095004,0.326947,0.323658,-11.773697,field,11.0
WALLABY J122852+041739,WALLABY,8,0.205342,0.475821,0.417137,-11.993183,field,11.0
WALLABY J122932+005020,WALLABY,4,0.056468,0.247292,0.255039,-12.260001,field,11.0
WALLABY J123026+041450,WALLABY,6,0.191064,0.678849,0.620531,-11.625865,field,11.0
WALLABY J123138+035620,WALLABY,14,0.132981,0.08027,0.009421,-11.612091,field,11.0
WALLABY J123228+002315,WALLABY,14,0.116364,-0.057733,-0.075532,-11.662247,field,11.0
WALLABY J123236+023943,WALLABY,8,0.058195,0.008461,0.035263,-11.920036,field,11.0
WALLABY J123244+000656,WALLABY_DR2,25,0.094243,0.039225,0.022412,-11.135288,dense,13.3
WALLABY J123407+023905,WALLABY,28,0.185757,0.403608,0.320572,-11.766335,field,11.0
WALLABY J123427+021108,WALLABY,16,0.2225,0.421579,0.317704,-11.595034,field,11.0
WALLABY J123530-021940,WALLABY_DR2,4,0.139465,0.367677,0.362039,-11.743307,dense,13.3
WALLABY J123554-015112,WALLABY_DR2,3,0.043951,0.045434,0.017634,-10.775688,dense,13.3
WALLABY J123630+001315,WALLABY,5,0.132318,0.115296,0.089362,-11.830661,field,11.0
WALLABY J123641+030621,WALLABY,6,0.238347,0.09545,-0.004511,-11.995876,field,11.0
WALLABY J123703+065533,WALLABY,4,0.052714,0.138265,0.148514,-11.581513,field,11.0
WALLABY J123805-000137,WALLABY,6,0.119613,0.630068,0.606148,-11.897884,field,11.0
WALLABY J123835+012413,WALLABY,6,0.19369,0.493362,0.42813,-11.980608,field,11.0
WALLABY J123911+004305,WALLABY,5,0.180881,0.29603,0.254756,-11.68107,field,11.0
WALLABY J123917-003149,WALLABY,46,0.109493,0.051232,0.045983,-11.780196,field,11.0
WALLABY J123949+014016,WALLABY_DR2,3,0.039755,0.036314,0.061486,-11.369132,dense,13.3
WALLABY J123955-000822,WALLABY_DR2,2,0.061745,0.109552,0.109552,-11.566713,dense,13.3
WALLABY J124111+012435,WALLABY,6,0.150138,0.269908,0.213463,-11.796503,dense,13.3
WALLABY J124111-013526,WALLABY,5,0.099272,0.322546,0.305822,-12.020972,field,11.0
WALLABY J124231+035729,WALLABY,5,0.064955,0.872808,0.894409,-11.622429,dense,13.3
WALLABY J124232-012111,WALLABY,12,0.077716,0.230215,0.223197,-11.753666,field,11.0
WALLABY J124240+012047,WALLABY,5,0.201185,0.558496,0.518606,-11.858745,field,11.0
WALLABY J124257-011345,WALLABY,10,0.14243,0.386669,0.365692,-11.752094,field,11.0
WALLABY J124317-003841,WALLABY,5,0.12083,0.599375,0.615146,-11.618573,field,11.0
WALLABY J124350-003344,WALLABY,10,0.216631,0.365499,0.303419,-11.618705,field,11.0
WALLABY J124428-030017,WALLABY_DR2,3,0.168085,0.274434,0.168648,-10.527393,dense,13.3
WALLABY J124433-021916,WALLABY,8,0.212101,-0.017294,-0.062104,-11.668912,field,11.0
WALLABY J124508-002747,WALLABY,20,0.07828,0.385293,0.371976,-11.43688,field,11.0
WALLABY J124519-004538,WALLABY,4,0.266813,-0.368604,-0.39551,-11.982614,field,11.0
WALLABY J124645+055723,WALLABY,6,0.045674,0.691882,0.68159,-11.580113,field,11.0
WALLABY J124753-011107,WALLABY,4,0.20825,0.403672,0.410797,-11.8306,field,11.0
WALLABY J124950+025100,WALLABY,6,0.057809,0.583156,0.567724,-11.945642,field,11.0
WALLABY J125038+012749,WALLABY_DR2,3,0.068425,0.043387,0.031207,-10.522681,dense,13.3
WALLABY J125451+023900,WALLABY,5,0.101742,0.499598,0.476204,-11.378723,field,11.0
WALLABY J125548+041805,WALLABY,20,0.217871,0.62152,0.64557,-11.572174,dense,12.7
WALLABY J125549+040049,WALLABY,8,0.079874,0.456192,0.428919,-11.657322,dense,12.7
WALLABY J125604+034843,WALLABY,6,0.079376,0.508756,0.529338,-11.674945,dense,12.7
WALLABY J125907-121329,WALLABY,4,0.172534,-0.193092,-0.20265,-11.435253,field,11.0
WALLABY J125939-145813,WALLABY,6,0.192933,0.668479,0.618415,-12.02005,field,11.0
WALLABY J125956-192430,WALLABY,7,0.090005,-0.263457,-0.294511,-12.096469,field,11.0
WALLABY J130017-122041,WALLABY,6,0.064813,0.274119,0.266996,-11.591409,field,11.0
WALLABY J130053-132655,WALLABY,12,0.245083,0.54562,0.451465,-11.699232,field,11.0
WALLABY J130056-135640,WALLABY_DR2,1,0.0,0.125907,0.125907,-10.687789,dense,13.5
WALLABY J130059-143042,WALLABY,8,0.338269,0.692823,0.636358,-11.695303,field,11.0
WALLABY J130148-114530,WALLABY,4,0.107477,0.35537,0.346294,-11.784036,field,11.0
WALLABY J130203-145302,WALLABY,6,0.1156,0.577162,0.569609,-11.824658,field,11.0
WALLABY J130213-145817,WALLABY,8,0.332311,0.492984,0.430837,-11.832439,field,11.0
WALLABY J130221-154600,WALLABY,8,0.224691,0.592466,0.554538,-12.007396,field,11.0
WALLABY J130223-122031,WALLABY,4,0.15564,0.718986,0.68999,-11.742195,field,11.0
WALLABY J130225-174046,WALLABY,8,0.197575,0.832211,0.768822,-12.043134,field,11.0
WALLABY J130235-113803,WALLABY,6,0.063149,0.307932,0.298245,-11.948182,field,11.0
WALLABY J130305+035925,WALLABY,5,0.140051,0.166455,0.10979,-11.577365,field,11.0
WALLABY J130314-172514,WALLABY,24,0.060133,-0.322449,-0.304522,-11.533452,field,11.0
WALLABY J130315+074816,WALLABY,7,0.225049,0.690149,0.644097,-11.749798,field,11.0
WALLABY J130358+054204,WALLABY_DR2,2,0.029504,0.212182,0.212182,-10.959134,dense,12.5
WALLABY J130415-102023,WALLABY,14,0.228618,0.708989,0.612464,-11.962515,field,11.0
WALLABY J130515-165316,WALLABY,5,0.093996,0.278292,0.225523,-11.711218,field,11.0
WALLABY J130516-172641,WALLABY,4,0.097449,0.887732,0.889528,-12.11011,field,11.0
WALLABY J130558+035723,WALLABY,6,0.238708,0.800135,0.738565,-12.171858,field,11.0
WALLABY J130618-173039,WALLABY,7,0.114309,-0.284643,-0.303752,-11.671975,field,11.0
WALLABY J130618-193547,WALLABY_DR2,7,0.041468,0.172442,0.177901,-11.700654,dense,13.5
WALLABY J130739+062006,WALLABY,5,0.143795,0.610522,0.612032,-11.848035,field,11.0
WALLABY J130758-121123,WALLABY_DR2,4,0.035558,0.187694,0.184693,-11.096002,dense,13.5
